order_id,customer_name,city,category,quantity,sales_amount,order_status
10477,Rahul,Kochi,Electronics,3,13976.28,Pending
10478,Neha,Kochi,Grocery,6,1966.4,Pending
10479,Rahul,Kochi,Furniture,7,12307.38,COMPLETED
10480,Sneha,Pune,Clothing,2,5864.19,Cancelled
10481,Sneha,Hyderabad,Clothing,1,13200.12,Completed
10482,Anjali,Kochi,Grocery,2,13053.84,completed
10483,Vikram,Hyderabad,Grocery,7,12137.4,Pending
10484,Anjali,Mumbai,Books,4,11902.95,completed
10485,Vikram,Kochi,Books,4,4744.02,Completed
10486,Anjali,Mysore,Furniture,7,1443.56,completed
10487,Arun,Hyderabad,Furniture,6,6193.96,Completed
10488,Sneha,Hyderabad,Electronics,5,2809.49,COMPLETED
10489,Rahul,Mysore,Books,5,10500.53,Pending
10490,Vikram,Kochi,Clothing,6,5354.97,Completed
10491,Neha,Mysore,Books,4,14640.25,completed
10492,Vikram,Hyderabad,Clothing,4,9704.34,Pending
10493,Rahul,Mysore,Grocery,4,12381.59,COMPLETED
10494,Anjali,Hyderabad,Books,2,2204.74,Pending
10495,Vikram,Hyderabad,Grocery,4,12964.71,Completed
10496,Kiran,Mumbai,Furniture,3,13860.67,COMPLETED
10497,Arun,Bangalore,Furniture,1,7434.16,completed
10498,Sneha,Hyderabad,Electronics,4,9192.23,COMPLETED
10499,Rahul,Kochi,Books,6,11530.94,COMPLETED
10500,Sneha,Chennai,Grocery,1,2828.87,Cancelled
10011,Arun,Bangalore,Books,5,612.66,Completed
10026,Anjali,Delhi,Clothing,3,1465.12,COMPLETED
10101,Kiran,Mumbai,Electronics,2,2207.56,Completed
10251,Anjali,Kochi,Electronics,7,1635.04,COMPLETED
10401,Neha,Mumbai,Grocery,2,14871.03,completed
